date,ticker,momentum_12_1,momentum_6_1,momentum_3_1,overnight_return_5d,intraday_return_5d,overnight_return_20d,intraday_return_20d,atr_percentile,hv_percentile,vol_regime,gap_magnitude_5d,gap_5d_count,rsi_7,rsi_14,rsi_28,earnings_surprise_last,earnings_beat_rate_4q
2020-01-08,AAPL,,,,-0.006720272731953775,0.010145751108033507,,,,,0,0.006786821872591969,2.0,,,,,
2020-01-08,MSFT,,,,-0.0034094727650889056,0.004454955599554422,,,,,0,0.008604663715359673,1.0,,,,,
2020-01-08,NVDA,,,,-0.007958434055603064,0.007847222438932055,,,,,0,0.010362906326613214,2.0,,,,,
2020-01-08,AMZN,,,,-0.007353372403494568,0.007796468003403145,,,,,0,0.007779049714352643,1.0,,,,,
2020-01-08,GOOGL,,,,-0.005171486613084808,0.012547159240368689,,,,,0,0.006119227409992434,1.0,,,,,
2020-01-08,TSLA,,,,0.012448653347456234,0.019985690247677823,,,,,0,0.015315391716756471,2.0,,,,,
2020-01-08,JPM,,,,-0.0100631493256578,0.005315561918039347,,,,,0,0.0100631493256578,2.0,,,,,
2020-01-09,AAPL,,,,-0.002704581687896934,0.008926823790799943,,,,,0,0.008101093995739661,3.0,,,,,
2020-01-09,MSFT,,,,-0.0005412475914009729,0.0024461144764805986,,,,,0,0.00907006159295789,2.0,,,,,
2020-01-09,NVDA,,,,-0.003479635174144691,0.0061947219246147435,,,,,0,0.011177437131628332,3.0,,,,,
2020-01-09,AMZN,,,,-0.003988384452144467,0.004416362888934255,,,,,0,0.008117553242133303,1.0,,,,,
2020-01-09,GOOGL,,,,-0.0017330072974397926,0.009239682971229967,,,,,0,0.007299563921022001,2.0,,,,,
2020-01-09,TSLA,,,,0.011974602669407619,0.010931126276175585,,,,,0,0.014267993364847808,3.0,,,,,
2020-01-09,JPM,,,,-0.006429381112678834,0.002571847053316989,,,,,0,0.009671657808373646,2.0,,,,,
2020-01-10,AAPL,,,,5.278288296977074e-05,0.008564436836315869,,,,,0,0.006596790072005865,2.0,76.7700899414031,,,,
2020-01-10,MSFT,,,,0.0032234588447216162,0.000249198522666827,,,,,0,0.007106875646987998,1.0,53.947124410761624,,,,
2020-01-10,NVDA,,,,0.004077223924040219,0.0029354921294054924,,,,,0,0.010714633079407055,3.0,68.23833687793777,,,,
2020-01-10,AMZN,,,,-2.8269136802760998e-06,0.0009619623007512512,,,,,0,0.005040981465530225,0.0,42.32875049462182,,,,
2020-01-10,GOOGL,,,,0.002652441791476101,0.007162392920936655,,,,,0,0.005641268985834081,1.0,87.67497899002097,,,,
2020-01-10,TSLA,,,,0.007401659696675789,0.008280493005456035,,,,,0,0.009695050392115979,2.0,81.56056396876292,,,,
2020-01-10,JPM,,,,-0.0029264320324562166,-0.0003115987240691176,,,,,0,0.006168708728151029,1.0,21.546861395450946,,,,
2020-01-13,AAPL,,,,0.0033448154064156022,0.007887191649526648,,,,,0,0.0049935341763169385,1.0,82.86488673240491,,,,
2020-01-13,MSFT,,,,0.005685801512331068,-0.0003542550224312713,,,,,0,0.005685801512331068,1.0,62.02511366979398,,,,
2020-01-13,NVDA,,,,0.009988364384691395,0.002343648778620766,,,,,0,0.01027174565814668,3.0,80.55715624472501,,,,
2020-01-13,AMZN,,,,0.0024595613138232776,-0.0036498331689307937,,,,,0,0.0043097312533550095,0.0,46.802681518751726,,,,
2020-01-13,GOOGL,,,,0.0049856107035564316,0.000995244933986328,,,,,0,0.005068802319989385,1.0,89.17318611294593,,,,
2020-01-13,TSLA,,,,0.014968941628588838,0.015963253772220076,,,,,0,0.014968941628588838,3.0,88.5870423979007,,,,
2020-01-13,JPM,,,,-0.00017674566496108656,-0.0012742730071850783,,,,,0,0.0037716612290348062,0.0,32.13804399548111,,,,
2020-01-14,AAPL,,,,0.00315413593815852,0.006315709544776937,,,,,0,0.005130974332063465,1.0,78.63304444560654,,,,
2020-01-14,MSFT,,,,0.005455874901208313,0.00028759882622946263,,,,,0,0.005455874901208313,1.0,67.18907022788764,,,,
2020-01-14,NVDA,,,,0.007661364095036682,-0.0014903942770948975,,,,,0,0.010675168130993274,3.0,77.19555933192896,,,,
2020-01-14,AMZN,,,,0.0017161317871473348,-0.0056411555207850125,,,,,0,0.004712618931344492,0.0,47.334973681385186,,,,
2020-01-14,GOOGL,,,,0.004602293884210229,0.0004522830232160491,,,,,0,0.0046939265018094865,1.0,86.99459928045341,,,,
2020-01-14,TSLA,,,,0.01799412202671711,0.01031315068788432,,,,,0,0.01799412202671711,3.0,88.61583175719784,,,,
2020-01-14,JPM,,,,0.0022766580355974898,0.002012264908705097,,,,,0,0.0034758712381548263,0.0,52.83265654769254,,,,
2020-01-15,AAPL,,,,0.003447583967576007,0.001930206132986201,,0.006037978620509854,,,0,0.004837526302645978,1.0,72.53872173758234,,,,
2020-01-15,MSFT,,,,0.004346959089976598,-0.00048336773757178263,,0.0019857939309913196,,,0,0.004346959089976598,1.0,69.12460046822972,,,,
2020-01-15,NVDA,,,,0.008215476914399434,-0.0037993599805438817,,0.002023931229194087,,,0,0.010945899676900739,3.0,69.94854815615922,,,,
2020-01-15,AMZN,,,,0.0029418478111412406,-0.006094367704916159,,0.000851050149243493,,,0,0.004088165015806666,0.0,25.46247255586873,,,,
2020-01-15,GOOGL,,,,0.004983637503727767,-0.00015063539594102339,,0.006198261922213832,,,0,0.004992078504894071,1.0,81.51292593503649,,,,
2020-01-15,TSLA,,,,0.012981792707031259,-0.0017233577551063028,,0.00913116624628576,,,0,0.019049595421960896,4.0,75.02616046496658,,,,
2020-01-15,JPM,,,,0.001172719253289145,-0.0014547871158767877,,0.0019303874010812793,,,0,0.004579810020463171,0.0,42.51712249070034,,,,
2020-01-16,AAPL,,,,0.0022214166776184374,0.0014267351355421675,-0.0002415825051392484,0.005967401288831089,,,0,0.0036113590126884087,0.0,79.9928565231549,,,,
2020-01-16,MSFT,,,,0.0035946239238350496,0.0014225402449813628,0.0015266881662170384,0.002811992383638919,,,0,0.0035946239238350496,0.0,84.6650858280942,,,,
2020-01-16,NVDA,,,,0.00707937663271041,-0.0021416379784620077,0.0017998707292828597,0.0022840023526843837,,,0,0.009809799395211715,2.0,70.62343592220222,,,,
2020-01-16,AMZN,,,,0.003299927084726795,-0.005705027080992608,-0.000344228683708836,0.0005298774269052856,,,0,0.0044462442893922205,1.0,34.81096450736011,,,,
2020-01-16,GOOGL,,,,0.003447946387974632,0.0008021460129489233,0.0008574695452674197,0.0059310451648761815,,,0,0.0034563873891409356,0.0,87.23072184857162,,,,
2020-01-16,TSLA,,,,0.0014193561500787544,0.01261335710141429,0.006696979409743187,0.011935577213233158,,,0,0.02658067199602814,4.0,68.31863029476303,,,,
2020-01-16,JPM,,,,0.0006194177492157227,-0.0008620458144046772,-0.0029049816817315554,0.0016226261194343622,,,0,0.0040265085163897485,0.0,58.282826297293695,,,,
2020-01-17,AAPL,,,,0.0022482832348297956,0.00315639275240438,7.737812295423434e-05,0.006118337370131288,,,0,0.003638225569899767,0.0,79.01417389464777,,,,
2020-01-17,MSFT,,,,0.0041983439801203115,0.0028582104572240086,0.002071753015361676,0.0024183755611092705,,,0,0.0041983439801203115,0.0,82.42378818785826,,,,
2020-01-17,NVDA,,,,0.004150926198394922,-4.396342852417412e-05,0.0019174175214691123,0.0019535268056751023,,,0,0.006881348960896228,1.0,70.48811426676123,,,,
2020-01-17,AMZN,,,,0.0036921046427596414,-0.0056188111037153154,7.191503252078724e-05,-0.0004497367066040962,,,0,0.0048384218474250675,1.0,35.43249151657531,,,,
2020-01-17,GOOGL,,,,0.0037916968104934946,0.00319549995512054,0.0015555757226898585,0.006404293975020431,,,0,0.0038001378116597983,0.0,89.88817370153947,,,,
2020-01-17,TSLA,,,,-0.001057814455553152,0.015263034623108674,0.0050471630135365516,0.011415387510821828,,,0,0.028683901769808152,5.0,59.072935470590096,,,,
2020-01-17,JPM,,,,0.0013766913508493684,0.0017593395646767762,-0.002448793371768217,0.0018872877128415695,,,0,0.004114470805902171,0.0,57.720602476710965,,,,
2020-01-21,AAPL,,,,0.00043747907828739496,-0.0006486170177603778,-0.0003317433217352635,0.005497353770759823,,,0,0.003760253098685262,0.0,65.42205417327796,,,,
2020-01-21,MSFT,,,,0.0031750485578569743,0.0007629043576574013,0.0016896647825035878,0.0021492723372666775,,,0,0.004180370869431127,0.0,73.43278472454018,,,,
2020-01-21,NVDA,,,,0.00023735906308843812,-0.003427734101517732,0.0012661991381754019,0.0018436105250189212,,,0,0.005326663056811909,0.0,62.046987139008856,,,,
2020-01-21,AMZN,,,,0.002856566822524531,-0.0027223231977320907,7.843510790616255e-05,0.000698488842591135,,,0,0.004002884027189957,1.0,45.95007620493939,,,,
2020-01-21,GOOGL,,,,0.0028410637799698214,0.002968856826131261,0.0013966602843799303,0.006080695463312042,,,0,0.002990068595947837,0.0,88.39397171973944,,,,
2020-01-21,TSLA,,,,0.00025910534081152736,0.008947049181476574,0.007850527087640854,0.012996210421025415,,,0,0.03000082156617283,5.0,75.91282386330121,,,,
2020-01-21,JPM,,,,-0.0002612885019920741,-0.0002340584481518526,-0.0028537524318925276,0.0015458768648372973,,,0,0.005399811790364706,0.0,46.67418263810598,,,,
2020-01-22,AAPL,,,,0.0018714278413348717,0.0013375204708090394,0.0001821942226465538,0.004907358890069975,,,0,0.0048660822377291305,0.0,66.0706176595219,70.86822918887312,,,
2020-01-22,MSFT,,,,0.004121371153632159,0.0002741796580209677,0.001975480648559552,0.0012703744026858318,,,0,0.005126693465206311,0.0,73.04431034952461,63.67050452142116,,,
2020-01-22,NVDA,,,,0.0030706314237675556,-0.0007659248032880539,0.001733438042711319,0.0018120361538867455,,,0,0.005429512654989721,0.0,63.59797730543174,65.2786682562305,,,
2020-01-22,AMZN,,,,0.0038620685418004454,-0.0018891282347619943,0.00023868745227615055,0.00032349491395409845,,,0,0.0038620685418004454,1.0,52.18543765364601,47.29725081074657,,,
2020-01-22,GOOGL,,,,0.0038545417612347644,0.0034890971027932817,0.0016774008319975476,0.005365389513351986,,,0,0.003995105576046476,0.0,87.20646827887155,87.45018126815683,,,
2020-01-22,TSLA,,,,0.001890770686198473,0.010461999892661144,0.010717456703330592,0.011776899679369941,,,0,0.03163248691155977,5.0,81.25129112830528,81.3569301168251,,,
2020-01-22,JPM,,,,-0.0007554997141269615,-0.0022970986056771057,-0.002409388536091406,0.0011439902137682487,,,0,0.004905600578229819,0.0,53.90494097404107,38.338781038266355,,,
2020-01-23,AAPL,,,,0.002540836816451697,0.0024887925955701996,0.00021864378516595856,0.004854916612196636,,,0,0.004473668501779593,0.0,56.36577936509064,71.90240678526189,,,
2020-01-23,MSFT,,,,0.004108335921841388,0.00022324439578809142,0.0020456131427667367,0.0013982774192569103,,,0,0.005113658233415541,0.0,70.14047635214148,65.56112008704557,,,
2020-01-23,NVDA,,,,0.003945620909178005,0.0019315944460838175,0.0020694109211053524,0.001993152301490664,,,0,0.00630450214040017,0.0,52.68604394100494,67.92140953744581,,,
2020-01-23,AMZN,,,,0.0033124249441375043,-0.0008525542630994254,0.0001327052973153894,0.0002831820117958535,,,0,0.0038104500310073065,1.0,46.391696830762626,46.60944278754922,,,
2020-01-23,GOOGL,,,,0.004010790057697356,0.002242027472868702,0.0017347279539133129,0.004879517105765455,,,0,0.004151353872509067,0.0,85.14258872752454,87.51672963810248,,,
2020-01-23,TSLA,,,,0.0030600744328855623,0.017530879834113323,0.009285996363529217,0.011931070775561613,,,0,0.030463183164872686,4.0,73.16501700989794,81.57590742586716,,,
2020-01-23,JPM,,,,-0.000805952827886669,0.0005655611594880927,-0.0027441975125442014,0.0014754453205502172,,,0,0.004956053691989526,0.0,45.16152526033667,37.98542527644947,,,
2020-01-24,AAPL,,,,0.0017343625026478681,0.00022489223670931757,0.00041706583078979047,0.004172867210043035,,,0,0.0036671941879757642,0.0,69.45319335083114,75.40105098768817,,,
2020-01-24,MSFT,,,,0.00362206406629062,-0.004940630207418128,0.002225146799574899,0.00038929782393359175,,,0,0.004627386377864773,0.0,66.04214541696118,66.64951214030843,,,
2020-01-24,NVDA,,,,0.005864666564378562,-0.004497802611246993,0.0031548026743147607,0.0001646883014558287,,,0,0.008223547795600727,1.0,61.37966371003678,70.7816139594645,,,
2020-01-24,AMZN,,,,0.001780618093119024,-0.0034599288349894007,0.00036405357523378403,-0.0007169370299368039,,,0,0.0022786431799888263,0.0,45.85988499230582,46.633011816197964,,,
2020-01-24,GOOGL,,,,0.00423746270691312,-0.0019801216440267443,0.001984133932482653,0.0034588055370940174,,,0,0.004378026521724832,0.0,74.49769077581459,81.52663490889339,,,
2020-01-24,TSLA,,,,0.012058066608280304,0.007498598847224947,0.008484008475922226,0.010549021473855592,,,0,0.021465190989477946,3.0,63.93783428008965,77.76106525672918,,,
2020-01-24,JPM,,,,-0.0021227792713184534,-0.0038659029914194674,-0.002644247544927188,-9.253922770745965e-05,,,0,0.004137206447873343,0.0,17.189233980511247,34.4888697433107,,,
2020-01-27,AAPL,,,,-0.0041026107460219174,-0.002046815626499576,-0.001228868398600813,0.0037168217828869162,,,0,0.008197373675089926,1.0,44.68687243962403,59.51335922450224,,,
2020-01-27,MSFT,,,,-0.00259644065451754,-0.0031559220915067685,0.000612942493524421,0.0007788762515163178,,,0,0.007836930495949712,1.0,45.82560712668787,57.512771249422876,,,
2020-01-27,NVDA,,,,-0.004527151757068526,-0.0025160693765857722,-9.651037807389962e-05,0.0006389396932454334,,,0,0.01737821193971516,2.0,38.13508307757435,53.57141456215768,,,
2020-01-27,AMZN,,,,-0.003539528884894927,-0.0002983472858940184,-0.0010566611916716234,-0.0004052104063952498,,,0,0.0059054492800759695,1.0,35.97604443444813,31.671132836214028,,,
2020-01-27,GOOGL,,,,-0.00219375765675065,-0.004275543916930658,0.0003839090416146995,0.0032631651832701106,,,0,0.007394591886622903,1.0,46.20625745223148,60.33386953440499,,,
2020-01-27,TSLA,,,,0.0062642788920664215,0.012275165123917487,0.005427511725577136,0.011668263279379375,,,0,0.027258978705691828,3.0,73.5574489566208,74.46016039656304,,,
2020-01-27,JPM,,,,-0.006871298636666845,-0.0021235442668368965,-0.003830826267049038,0.000707631248230256,,,0,0.008040489922075667,1.0,19.34644920991896,32.52527988213667,,,
2020-01-28,AAPL,,,,-0.0007733886399214462,0.0016006702519876681,-0.000461639003554729,0.0044149416822120025,,,0,0.0095937640958625,2.0,54.48219236461588,67.4124757499733,,,
2020-01-28,MSFT,,,,-0.00024518288833721427,-0.0008883275650319655,0.001120591938138646,0.0013054945866281655,,,0,0.009182865950555886,1.0,46.76391774526286,66.8664459716728,,,
2020-01-28,NVDA,,,,-0.0011411807831638754,0.001595642327493696,0.0005581462201344381,0.0017747304701508032,,,0,0.018405301682397644,3.0,48.2248623431321,58.22765650163971,,,
2020-01-28,AMZN,,,,-0.0022393879813514374,-0.0018082999553729051,-0.0006032775654048962,2.1586209344571906e-06,,,0,0.0072055901836194595,1.0,40.43538450807627,38.04788073292751,,,
2020-01-28,GOOGL,,,,-0.0007252145511419394,-0.003499859766046254,0.0007725794504029098,0.0034194301218236265,,,0,0.008722571177419902,1.0,50.15977262625078,65.36983452198703,,,
2020-01-28,TSLA,,,,0.002279336316701208,0.005322556654064892,0.006211941566776252,0.010864639930203047,,,0,0.023274036130326616,3.0,80.43302339745283,73.40445146232867,,,
2020-01-28,JPM,,,,-0.0041826824847149835,0.0007805182197409665,-0.003244614212134426,0.0013332772411994277,,,0,0.0078057852367235505,1.0,35.18902899469133,45.92458872252439,,,
2020-01-29,AAPL,,,,0.00221242387425713,0.002085348815996779,0.0007461469036494917,0.004164724660050713,,,0,0.012579576610041077,3.0,59.19951751399292,68.46508687316833,,,
2020-01-29,MSFT,,,,0.0015505663766317347,0.0013810315709806397,0.0018574489063573802,0.001299494710131834,,,0,0.010978615215524835,2.0,53.72416530630217,66.965463002556,,,
2020-01-29,NVDA,,,,-0.003077113368080031,-0.00018029690329979253,0.00039717376193594404,0.0012877379809429197,,,0,0.01740511230845687,3.0,43.57818386620926,55.07466758922387,,,
2020-01-29,AMZN,,,,-0.0015116102663030207,-0.0015417817455666283,-0.0002475063584402859,-0.0001673673648671454,,,0,0.007933367898667876,1.0,47.21394193055352,42.06790448962606,,,
2020-01-29,GOOGL,,,,-0.000636952939035873,-0.0029544223528499723,0.001034524784488264,0.0031759653380356813,,,0,0.008810832789525968,1.0,36.26956914554853,64.6378719582901,,,
2020-01-29,TSLA,,,,-0.0036436974593622383,0.007978649136235227,0.006728247213693694,0.010777360062755542,,,0,0.017351002354263168,3.0,85.65501033267151,72.20916202344657,,,
2020-01-29,JPM,,,,-0.004201918448143949,0.0007361524461654723,-0.002907313511661557,0.0010366644854517286,,,0,0.007786549273294585,1.0,27.36582924508484,41.996401390580345,,,
2020-01-30,AAPL,,,,-0.0002692114121676914,0.003338840505215712,9.026083849920856e-05,0.004475897585451405,,,0,0.01478421665729861,4.0,62.67343043056354,63.878974686754056,,,
2020-01-30,MSFT,,,,0.00811220601858247,-0.0007161080044210788,0.0036420849521919293,0.000869681063337413,,,0,0.017540254857475568,3.0,68.73505554914851,70.42422563818492,,,
2020-01-30,NVDA,,,,-0.007565588396215461,0.002390609585465331,-0.00046611521503170383,0.0020925166224843306,,,0,0.019318764000501188,4.0,46.20322550458703,52.87805360107518,,,
2020-01-30,AMZN,,,,-0.0012625977228681196,-0.00012064418390855813,-0.00023447970799606033,0.0001822254628697506,,,0,0.0076843553552329745,1.0,39.94336969054861,43.02576814208535,,,
2020-01-30,GOOGL,,,,-0.00368665914326467,-0.0003238990945369835,0.0003080471388664752,0.0035786630556898457,,,0,0.010868546778227461,2.0,33.09561670097118,60.495827647738004,,,
2020-01-30,TSLA,,,,0.0159251560874756,0.007814076385097768,0.011033143659304582,0.010901822177945653,,,0,0.03319066067954555,4.0,88.37417467402146,82.01566238901404,,,
2020-01-30,JPM,,,,-0.005077110799074513,0.004336256683283568,-0.0033581220616311254,0.002190648161233555,,,0,0.00866174162422515,2.0,44.76290901704475,45.71590466586124,,,
2020-01-31,AAPL,,,,-0.002723700870041745,-0.002566390993867129,-0.00036812584441809346,0.0020030150422960745,,,0,0.01596071632736329,4.0,40.25699704733526,49.36894807463875,,,
2020-01-31,MSFT,,,,0.006504639127061051,-6.655948312102033e-05,0.0032950198814464373,-0.0002846337422692968,,,0,0.017252374551041318,3.0,62.23650501928352,65.89191928499034,,,
2020-01-31,NVDA,,,,-0.012732728927126291,0.001661994007526002,-0.0008170802260455024,0.0003043188356079363,,,0,0.017145789643713428,3.0,30.60135508526473,43.02396258467677,,,
2020-01-31,AMZN,,,,0.017345628014356396,-0.0011446516443534226,0.004609447185014437,-0.0014733111678502941,,,0,0.02629258109245749,2.0,75.31522623467193,68.58054709049952,,,
2020-01-31,GOOGL,,,,-0.0029100434471573513,-0.0015332880050517694,0.0007605895875726521,0.0016321048337750942,,,0,0.01164516247433478,2.0,25.11916731975802,51.082415263842535,,,
2020-01-31,TSLA,,,,0.01622111144618632,0.013153542417450769,0.01041828421848825,0.011049156160566398,,,0,0.03289470532083483,4.0,87.03481254381651,83.72583878705719,,,
2020-01-31,JPM,,,,-0.006888625909551016,0.005891189292917409,-0.003705342136083145,0.0009337718851025634,,,0,0.010473256734701652,3.0,32.63665851632874,40.839438471490745,,,
2020-02-03,AAPL,,,,-0.0009068049861991945,0.0010152561318546916,-0.0006770874036053865,0.002672317523518841,,,0,0.014143820443520739,4.0,37.21880247936035,42.98756780057139,,,
2020-02-03,MSFT,,,,0.011453671863106463,0.0031663818792783795,0.004069758508357712,0.0007794671919156115,,,0,0.012773358448193628,2.0,67.69867799832228,68.38963136358275,,,
2020-02-03,NVDA,,,,-0.0035770174310085557,0.003945335235985792,3.0995233589514726e-05,0.0010801986400703345,,,0,0.007990078147595692,2.0,32.79336291032551,38.965763790844456,,,
2020-02-03,AMZN,,,,0.022006291961943036,-0.0026977600418249814,0.005539010201531869,-0.001913239032670766,,,0,0.022006291961943036,1.0,74.80304796327864,66.88803605575988,,,
2020-02-03,GOOGL,,,,0.005843755329220301,0.001306774280573908,0.002523534068609812,0.0018472808099251115,,,0,0.01095117552215059,2.0,49.31104019540815,59.89026622058277,,,
2020-02-03,TSLA,,,,0.03141270753485066,0.038798827793979404,0.01100520791700993,0.0186543801366154,,,0,0.03191832559765948,4.0,93.99558441130492,87.70467252987144,,,
2020-02-03,JPM,,,,-0.002109359731409044,0.004259496540785146,-0.002632599762420684,0.000895923278638977,,,0,0.006600720073292909,2.0,38.09176791970053,40.48701658487214,,,
2020-02-04,AAPL,,,,0.0010392865999366396,4.1150060478667426e-06,0.0010120481111795475,0.0022108399724504514,,,0,0.016089912029656574,4.0,50.53346605375176,54.739583535937825,,,
2020-02-04,MSFT,,,,0.01277057406472335,0.004479346206638058,0.0053465603116435445,0.0009999169942080555,,,0,0.014090260649810515,3.0,79.33838612694157,75.86997620273031,,,
2020-02-04,NVDA,,,,-0.001040062800612529,0.0006228431027739178,0.002011119966000857,0.00028360002684266195,,,0,0.010527032777991718,2.0,45.89761529693704,49.863309774398296,,,
2020-02-04,AMZN,,,,0.023238746800731125,-0.00213338874991007,0.006578871738931874,-0.002578461267986465,,,0,0.023238746800731125,2.0,85.65631570144915,75.18092282686881,,,
2020-02-04,GOOGL,,,,0.0006535027411857186,-0.0011569877930579509,0.001938740668392508,-0.00017318644974665399,,,0,0.013344905713779465,3.0,43.90619496202097,53.04987937006478,,,
2020-02-04,TSLA,,,,0.05406013762614261,0.04028691758649008,0.017891880228061048,0.017629944298562905,,,0,0.05456575568895143,4.0,97.97521991811533,90.37794033370876,,,
2020-02-04,JPM,,,,-6.728091186125607e-05,0.001482034687058631,-0.00117199939088235,0.00018855536286566666,,,0,0.008642798892840697,3.0,59.03715456022456,41.4179598830585,,,
2020-02-05,AAPL,,,,-0.00028715361394073826,-0.0012076883758821212,0.0017377085099524459,0.0021327226139251586,,,0,0.014763471815779194,4.0,64.24993739946933,57.61877730924078,,,
2020-02-05,MSFT,,,,0.014235296468790981,-0.0002473396418492424,0.006340777225065796,0.0004238676033454569,,,0,0.015554983053878146,3.0,88.03952537832238,74.63162990242606,,,
2020-02-05,NVDA,,,,0.003360987362575574,0.0011422000276691824,0.002753967378324945,-0.00032360398900339036,,,0,0.01399233973020444,3.0,65.44754161675422,54.56776574813107,,,
2020-02-05,AMZN,,,,0.024161897729768934,-0.004497806504524293,0.007057121948103423,-0.003392468001409482,,,0,0.024161897729768934,3.0,94.03758758863694,74.68425631550903,,,
2020-02-05,GOOGL,,,,0.0020742974505369993,-0.0033152495865480303,0.00247354503923653,-0.000582072953347168,,,0,0.014765700423130745,4.0,55.243691513755,51.45744020573469,,,
2020-02-05,TSLA,,,,0.03657445016731973,0.016931188225098447,0.013203911355218267,0.011421246985469785,,,0,0.06584926586325823,4.0,68.35064468104706,69.12326519374207,,,
2020-02-05,JPM,,,,0.001259668138358916,0.003836191338770756,-0.00035527299707862616,0.0010718775219910547,,,0,0.00996974794306087,3.0,71.35168654750419,52.10447853795411,,,
2020-02-06,AAPL,,,,0.0027528021944787763,-0.0016484808696702658,0.002118002891584697,0.0015273395910254616,,,0,0.013117152290516354,3.0,59.670765142979945,57.529028217961404,,,
2020-02-06,MSFT,,,,0.008271691651758627,0.004151787198738144,0.0062097981705397706,0.0007938889631333435,,,0,0.009591378236845794,2.0,88.31697131875052,75.17293974813545,,,
2020-02-06,NVDA,,,,0.007662748094615113,-0.0006608004444931259,0.0030645643804942725,-3.448909837196479e-05,,,0,0.011891973742064233,2.0,60.50152220119713,54.67150627147639,,,
2020-02-06,AMZN,,,,0.024274655399070744,-0.0049602242417151835,0.007316582607870342,-0.0030069475984098315,,,0,0.024274655399070744,3.0,93.65307698654559,74.28740436094722,,,
2020-02-06,GOOGL,,,,0.0054482256860410635,-0.0022567985841192907,0.002688998526050379,-0.00012232640043214894,,,0,0.01303220846570452,3.0,58.622794599431444,55.08165913626335,,,
2020-02-06,TSLA,,,,0.009402377215544511,0.028290912892118956,0.010342350110734233,0.012978127839055937,,,0,0.05761282694291323,4.0,68.7004428537205,70.49240182972382,,,
2020-02-06,JPM,,,,0.004499065633973354,-0.001898528556883039,-5.281968492467093e-05,0.0003871255425029585,,,0,0.00862007505424196,2.0,64.94367850531385,50.892924738976575,,,
2020-02-07,AAPL,,,,0.0032921992198305496,0.004016638420752927,0.0011310693825137773,0.0007754686997843207,,,0,0.01257775526516458,3.0,45.156362399102576,51.533686225650264,,,
2020-02-07,MSFT,,,,0.008081977987017819,0.007588837334311238,0.005450826276051135,0.001001046972188363,,,0,0.009781091901586603,2.0,87.04981200672002,74.68382127282302,,,
2020-02-07,NVDA,,,,0.00789334085138289,0.004689020467280858,0.002026163780336393,-7.210652872553513e-05,,,0,0.011661380985296455,2.0,60.03976926955922,51.94925555476151,,,
2020-02-07,AMZN,,,,0.004142041377404792,0.002859836090146706,0.006642053642401752,-0.0018624428675471816,,,0,0.005749646159851141,2.0,94.27019416634002,78.95391637887225,,,
